category,features
'Health food restaurant' - Louisiana - Playa Bowls,"Louisiana, 30.3899707, -91.1621757, Outdoor seating, Delivery, Takeout, Wheelchair accessible entrance, Coffee, Healthy options, Quick bite, Good for kids, Casual, College students"
'Health food restaurant' - California - Ritual Açai,"California, 34.1179985, -118.2612554, Outdoor seating, Delivery, Takeout, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Gender-neutral restroom, Casual, Family-friendly"
'Brunch restaurant' - Oklahoma - Press Waffle Co.,"Oklahoma, 35.477859599999995, -97.5179979, No-contact delivery, Delivery, Takeout, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, College students"
'Soul food restaurant' - Florida - Bradleys Family Restaurant,"Florida, 27.9219318, -82.3702156, Outdoor seating, Delivery, Takeout, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Family-friendly"
'Authentic Japanese restaurant' - Alabama - Trojan Teriyaki and Hibachi House,"Alabama, 31.8009581, -85.9652535, No-contact delivery, Delivery, Takeout, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, College students"
'Asian fusion restaurant' - Arkansas - Asian House Restaurant | Bryant,"Arkansas, 34.6230079, -92.501405, No-contact delivery, Delivery, Takeout, Wheelchair accessible entrance, Comfort food, Healthy options, Kids' menu, Good for kids, Casual, Groups"
'Jamaican restaurant' - Georgia - Silver's Delight Caribbean Restaurant,"Georgia, 33.6765823, -84.442871, Outdoor seating, Delivery, Takeout, Wheelchair accessible entrance, Comfort food, Healthy options, Kids' menu, Good for kids, Casual, Family-friendly"
'Asian fusion restaurant' - California - TAP The Asian Project,"California, 34.1868919, -118.3178941, Curbside pickup, Delivery, Takeaway, Wheelchair-accessible car park, Comfort food, Healthy options, Quick bite, Good for kids, Casual, Family friendly"
'Cuban restaurant' - South Carolina - Tropical Grille Charleston,"South Carolina, 32.8669213, -80.0137338, No-contact delivery, Delivery, Takeout, Wheelchair accessible entrance, Comfort food, Healthy options, Kids' menu, Good for kids, Casual, Family-friendly"
'Taco restaurant' - Texas - Twerk City Tacos,"Texas, 33.1053883, -96.8185669, Curbside pickup, Delivery, Takeout, Wheelchair accessible entrance, Comfort food, Late-night food, Quick bite, Good for kids, Casual, No"
'Taco restaurant' - Texas - Taco Cielo,"Texas, 33.0740674, -97.0790394, No-contact delivery, Delivery, Takeaway, Wheelchair-accessible entrance, Comfort food, Late-night food, Quick bite, Good for kids, Casual, Groups"
'Korean restaurant' - Alabama - Chickchickporkpork Grill,"Alabama, 32.630996, -85.4372508, No-contact delivery, Delivery, Takeout, Wheelchair accessible entrance, Alcohol, Beer, Comfort food, Good for kids, Casual, Groups"
'Indian restaurant' - California - Tirupathi Bhimas,"California, 37.4129264, -121.9033715, No-contact delivery, Delivery, Takeaway, Wheelchair-accessible car park, Coffee, Comfort food, Healthy options, Good for kids, Casual, Groups"
'Country food restaurant' - North Carolina - Chele's Cafe,"North Carolina, 35.450998, -77.681327, Takeout, Delivery, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Gender-neutral restroom, Casual, Family-friendly"
'Vegetarian restaurant' - Arizona - Veggie Village,"Arizona, 33.6268709, -111.8931338, Curbside pickup, Delivery, Takeout, Wheelchair accessible entrance, Comfort food, Healthy options, Quick bite, Good for kids, Casual, Groups"
'Fondue restaurant' - Texas - The Melting Pot,"Texas, 32.953572, -96.8279818, Curbside pickup, Takeaway, Dine-in, Wheelchair-accessible car park, Alcohol, Beer, Cocktails, Bar on site, Cosy, Family friendly"
'Brunch restaurant' - Tennessee - Ruby Sunshine,"Tennessee, 35.965682, -83.9202794, Outdoor seating, Takeaway, Dine-in, Wheelchair-accessible entrance, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
'Teppanyaki restaurant' - California - Hino Oishi,"California, 36.8116397, -119.7344182, Delivery, Takeaway, Dine-in, Wheelchair-accessible car park, Alcohol, Coffee, Comfort food, Good for kids, Casual, Groups"
'Traditional American restaurant' - Texas - Cheddar's Scratch Kitchen,"Texas, 29.5782334, -98.3163657, Curbside pickup, Takeaway, Dine-in, Wheelchair-accessible car park, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
'German restaurant' - Arizona - Manzanita Restaurant,"Arizona, 34.717174, -111.901106, Curbside pickup, Takeaway, Dine-in, Wheelchair-accessible car park, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
'Oyster bar restaurant' - South Carolina - Bimini's Oyster Bar & Seafood Market,"South Carolina, 33.777481, -78.790863, Outdoor seating, Takeaway, Dine-in, Wheelchair-accessible entrance, Coffee, Comfort food, Happy-hour food, Good for kids, Casual, Groups"
'Traditional American restaurant' - Florida - Cheddar's Scratch Kitchen,"Florida, 28.0026789, -81.9575303, Curbside pickup, Takeaway, Dine-in, Wheelchair-accessible car park, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
'Floridian restaurant' - Florida - 83 West & 29 North at 83 West,"Florida, 29.1352981, -83.0298431, Outdoor seating, Takeaway, Dine-in, Wheelchair-accessible entrance, Alcohol, Beer, Cocktails, Bar on site, Casual, Groups"
'Nuevo Latino restaurant' - Florida - La Lechonera El Barrio,"Florida, 28.5471128, -81.3102864, Delivery, Takeaway, Dine-in, Wheelchair-accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Groups"
'French restaurant' - Florida - Café de France,"Florida, 28.5937864, -81.3505127, Outdoor seating, Takeaway, Dine-in, Wheelchair-accessible entrance, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
'Taco restaurant' - Florida - A1A Burrito Works,"Florida, 29.8454113, -81.2676707, Outdoor seating, Takeaway, Dine-in, Wheelchair-accessible car park, Comfort food, Healthy options, Kids' menu, Good for kids, Casual, Groups"
'Burrito restaurant' - Florida - Hot Head Burritos,"Florida, 30.534643, -87.31090999999999, Delivery, Takeaway, Dine-in, Wheelchair-accessible car park, Comfort food, Healthy options, Kids' menu, Good for kids, Casual, Family friendly"
'Latin American restaurant' - Florida - La Lechonera,"Florida, 27.9978174, -82.4842039, Delivery, Takeaway, Dine-in, Wheelchair-accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Groups"
'Indian restaurant' - Tennessee - Curry N More,"Tennessee, 35.8543737, -83.57007, Delivery, Takeaway, Dine-in, Wheelchair-accessible entrance, All you can eat, Comfort food, Healthy options, Good for kids, Casual, Groups"
'Jamaican restaurant' - Florida - Islands in the pines,"Florida, 26.0116815, -80.2506093, Delivery, Takeaway, Dine-in, Wheelchair-accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Groups"
'Ramen restaurant' - Georgia - Raku Tonkatsu Ramen,"Georgia, 33.9701806, -84.1438022, Delivery, Takeaway, Dine-in, Wheelchair-accessible entrance, Alcohol, Beer, Comfort food, Good for kids, Casual, Family friendly"
'German restaurant' - Tennessee - Bavarian Bierhaus,"Tennessee, 36.2037767, -86.6933892, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair-accessible car park, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
'German restaurant' - Georgia - Villa Europa Restaurant and Lounge,"Georgia, 33.4282348, -82.0470242, Outdoor seating, Curbside pickup, Takeaway, Wheelchair-accessible entrance, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
'Cajun restaurant' - Texas - BB's Tex-Orleans,"Texas, 29.7380696, -95.4922923, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, College students"
'French restaurant' - Arizona - Ghini's French Caffe,"Arizona, 32.2735747, -110.9444367, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Good for kids, Casual, Family-friendly"
'Spanish restaurant' - Georgia - Bulla Gastrobar,"Georgia, 33.7834356, -84.38479799999999, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair-accessible car park, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
'Indian restaurant' - Texas - Jaipur Palace - Austin,"Texas, 30.1555807, -97.792528, Outdoor seating, Curbside pickup, Delivery, Wheelchair-accessible entrance, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
'Peruvian restaurant' - Florida - Pisco Y Nazca Ceviche Gastrobar,"Florida, 25.6892341, -80.38604219999999, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair-accessible car park, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
'Ecuadorian restaurant' - California - El Caserio Restaurant,"California, 34.0777656, -118.280595, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Vegetarian restaurant' - California - Kitchen Mouse,"California, 34.1104541, -118.1906885, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair-accessible entrance, Alcohol, Beer, Coffee, Good for kids, Casual, Family friendly"
'Asian restaurant' - Florida - Hawkers Asian Street Food,"Florida, 28.5606165, -81.364217, Outdoor seating, Curbside pickup, Delivery, Wheelchair-accessible car park, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
'Turkish restaurant' - Louisiana - Duman Artisan Kitchen Turkish & Greek Cuisine,"Louisiana, 30.3625125, -90.0619268, Outdoor seating, Curbside pickup, Delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Groups"
'Nepalese restaurant' - North Carolina - Kathmandu Kitchen,"North Carolina, 35.7857683, -78.8116877, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Alcohol, Beer, Coffee, Bar onsite, Casual, Family-friendly"
'Health food restaurant' - Georgia - True Food Kitchen,"Georgia, 34.07064, -84.27871999999999, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Peruvian restaurant' - Florida - Ceviches Peru Restaurante Peruano,"Florida, 25.8462619, -80.2824577, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Good for kids, Casual, Family-friendly"
'Indian restaurant' - Arizona - Desi Fusion Indian Restaurant Peoria( Real Authentic Indian Food ),"Arizona, 33.6399765, -112.2524642, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Coffee, Comfort food, Halal food, Good for kids, Casual, Family-friendly"
'Colombian restaurant' - Florida - Simon Parrilla Bar and Grill Longwood,"Florida, 28.695261, -81.34568569999999, Outdoor seating, Curbside pickup, Delivery, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Asian restaurant' - Florida - Khon's on Palafox,"Florida, 30.4117619, -87.21492049999999, Outdoor seating, Curbside pickup, Takeaway, Wheelchair-accessible entrance, Alcohol, Beer, Cocktails, Bar on site, Casual, Groups"
'Asian fusion restaurant' - Georgia - Sushi Thai Restaurant,"Georgia, 32.6194006, -83.6686587, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair-accessible car park, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
"'Indian restaurant' - California - Everest Himalayan Cuisine, Encinitas, Downtown 101 Highway CA","California, 33.0425937, -117.2930534, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Alcohol, Beer, Coffee, Good for kids, Casual, Family-friendly"
'Southwestern restaurant (US)' - Texas - Reata Restaurant,"Texas, 32.7547582, -97.3326224, Outdoor seating, Curbside pickup, Delivery, Wheelchair accessible elevator, Alcohol, Beer, Cocktails, Bar onsite, Cozy, Groups"
'German restaurant' - Florida - HJ German Corner,"Florida, 26.6090095, -81.8721965, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Alcohol, Beer, Coffee, Bar onsite, Casual, Family-friendly"
'Asian fusion restaurant' - Florida - 86 Forks Bar + Table,"Florida, 30.4123698, -87.2155101, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Groups"
'Irish restaurant' - New Mexico - O'Niell's,"New Mexico, 35.0785033, -106.5958294, Outdoor seating, Curbside pickup, Takeaway, Wheelchair-accessible car park, Alcohol, Beer, Cocktails, Bar on site, Casual, Family friendly"
'Cajun restaurant' - Texas - Cajun Tex Marshall,"Texas, 32.5480547, -94.3681616, Outdoor seating, Curbside pickup, Takeaway, Wheelchair-accessible entrance, Comfort food, Kids' menu, Quick bite, Good for kids, Casual, Family friendly"
'Greek restaurant' - Arkansas - The Hungry Greek,"Arkansas, 34.476496, -93.0601785, Outdoor seating, Curbside pickup, Delivery, Wheelchair-accessible car park, Alcohol, Beer, Coffee, Good for kids, Casual, Groups"
'French restaurant' - South Carolina - Maison,"South Carolina, 32.7986743, -79.9464855, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Cozy, Family-friendly"
'Southwestern restaurant (US)' - Arizona - The Squealing Hog,"Arizona, 34.6266149, -112.318223, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Traditional American restaurant' - Georgia - Cheddar's Scratch Kitchen,"Georgia, 30.8245632, -83.3170995, Outdoor seating, Curbside pickup, Takeout, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, College students"
'Honduran restaurant' - Florida - El Ceibeño Restaurant,"Florida, 25.8020131, -80.22325169999999, Outdoor seating, Curbside pickup, Delivery, Wheelchair-accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Southwestern restaurant (US)' - Florida - The Mossfire Grill,"Florida, 30.3129759, -81.680939, Outdoor seating, Curbside pickup, Delivery, Wheelchair-accessible entrance, Coffee, Comfort food, Happy-hour food, Good for kids, Casual, Groups"
'Health food restaurant' - Texas - Modern Market Eatery,"Texas, 30.2667475, -97.7430419, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Alcohol, Beer, Coffee, Good for kids, Casual, Family-friendly"
'Vegan restaurant' - Florida - Dandelion Community Cafe,"Florida, 28.5520251, -81.3657116, Outdoor seating, Curbside pickup, Delivery, Wheelchair-accessible car park, Alcohol, Beer, Coffee, Good for kids, No, Family friendly"
'Asian fusion restaurant' - Arizona - Teriyaki Madness,"Arizona, 33.2449874, -111.7889009, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Comfort food, Healthy options, Kids' menu, Good for kids, Casual, Family-friendly"
'Cuban restaurant' - Florida - Bella Cuba Restaurant,"Florida, 25.7911714, -80.1316872, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair-accessible entrance, Alcohol, Beer, Cocktails, Good for kids, Casual, Family friendly"
'Argentinian restaurant' - Florida - Sweet & Savory: Savanna Commons Cafe,"Florida, 26.1199007, -80.4140901, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Family-friendly"
'Fine dining restaurant' - North Carolina - The Boro Restaurant & Bar,"North Carolina, 34.687332999999995, -77.118, Outdoor seating, Curbside pickup, Takeaway, Wheelchair-accessible entrance, Alcohol, Beer, Cocktails, Bar on site, Cosy, Family friendly"
'Latin American restaurant' - New Mexico - Santarepa Cafe,"New Mexico, 35.6894073, -105.9416684, Outdoor seating, Curbside pickup, No-contact delivery, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Family-friendly"
